MANAGE_DEVICE_POLICY_WIPE_DATA,internal|role
MANAGE_DOCUMENTS,unknown
MANAGE_EXTERNAL_STORAGE,signature|appop|preinstalled
MANAGE_MEDIA,signature|appop|preinstalled
MANAGE_ONGOING_CALLS,signature|appop
MANAGE_OWN_CALLS,normal
MANAGE_WIFI_INTERFACES,unknown
MANAGE_WIFI_NETWORK_SELECTION,unknown
MASTER_CLEAR,unknown
MEDIA_CONTENT_CONTROL,unknown
MEDIA_ROUTING_CONTROL,unknown
MODIFY_AUDIO_SETTINGS,normal
MODIFY_PHONE_STATE,unknown
MOUNT_FORMAT_FILESYSTEMS,unknown
MOUNT_UNMOUNT_FILESYSTEMS,unknown
NEARBY_WIFI_DEVICES,dangerous
NFC,normal
NFC_PREFERRED_PAYMENT_INFO,normal
NFC_TRANSACTION_EVENT,normal
OVERRIDE_MEDIA_SESSION_OWNER,unknown
OVERRIDE_WIFI_CONFIG,dangerous
PACKAGE_USAGE_STATS,signature|privileged|development|appop|retaildemo
PERSISTENT_ACTIVITY,dangerous
POST_NOTIFICATIONS,dangerous
POST_PROMOTED_NOTIFICATIONS,normal|appops
PROCESS_OUTGOING_CALLS,dangerous
PROVIDE_OWN_AUTOFILL_SUGGESTIONS,internal|role
PROVIDE_PRIVATE_COMPUTE_SERVICES,signature|privileged
PROVIDE_REMOTE_CREDENTIALS,signature|privileged|role
QUERY_ADVANCED_PROTECTION_MODE,unknown
QUERY_ALL_PACKAGES,normal
RANGING,dangerous
READ_ASSISTANT_APP_SEARCH_DATA,unknown
READ_ASSIST_STRUCTURE_SCREEN_CONTENT,normal
READ_BASIC_PHONE_STATE,unknown
READ_CALENDAR,dangerous
READ_CALL_LOG,dangerous
READ_COLOR_ZONES,normal
READ_CONTACTS,dangerous
READ_DROPBOX_DATA,dangerous
READ_EXTERNAL_STORAGE,dangerous
READ_HOME_APP_SEARCH_DATA,unknown
READ_INPUT_STATE,unknown
READ_LOGS,dangerous
READ_MEDIA_AUDIO,dangerous
READ_MEDIA_IMAGES,dangerous
READ_MEDIA_VIDEO,dangerous
READ_MEDIA_VISUAL_USER_SELECTED,dangerous
READ_NEARBY_STREAMING_POLICY,dangerous
READ_PHONE_NUMBERS,dangerous
READ_PHONE_STATE,dangerous
READ_PRECISE_PHONE_STATE,unknown
READ_SMS,dangerous
READ_SYNC_SETTINGS,normal
READ_SYNC_STATS,normal
READ_SYSTEM_PREFERENCES,unknown
READ_VOICEMAIL,signature|privileged|role
REBOOT,unknown
RECEIVE_BOOT_COMPLETED,normal
RECEIVE_MMS,dangerous
RECEIVE_SENSITIVE_NOTIFICATIONS,signature|preinstalled|knownsigner|role
RECEIVE_SMS,dangerous
RECEIVE_WAP_PUSH,dangerous
RECORD_AUDIO,dangerous
REORDER_TASKS,normal
REPOSITION_SELF_WINDOWS,signature|role
REQUEST_COMPANION_PROFILE_APP_STREAMING,unknown
REQUEST_COMPANION_PROFILE_AUTOMOTIVE_PROJECTION,unknown
REQUEST_COMPANION_PROFILE_COMPUTER,unknown
REQUEST_COMPANION_PROFILE_GLASSES,normal
REQUEST_COMPANION_PROFILE_MEDICAL,unknown
REQUEST_COMPANION_PROFILE_NEARBY_DEVICE_STREAMING,unknown
REQUEST_COMPANION_PROFILE_WATCH,normal
REQUEST_COMPANION_RUN_IN_BACKGROUND,normal
REQUEST_COMPANION_SELF_MANAGED,unknown
REQUEST_COMPANION_START_FOREGROUND_SERVICES_FROM_BACKGROUND,normal
REQUEST_COMPANION_USE_DATA_IN_BACKGROUND,normal
REQUEST_DELETE_PACKAGES,normal
REQUEST_IGNORE_BATTERY_OPTIMIZATIONS,normal
REQUEST_INSTALL_PACKAGES,signature
REQUEST_OBSERVE_COMPANION_DEVICE_PRESENCE,unknown
REQUEST_OBSERVE_DEVICE_UUID_PRESENCE,unknown
REQUEST_PASSWORD_COMPLEXITY,normal
RESTART_PACKAGES,dangerous
RUN_USER_INITIATED_JOBS,normal
SCHEDULE_EXACT_ALARM,signature|privileged|appop
SEND_RESPOND_VIA_MESSAGE,dangerous
SEND_SMS,dangerous
SET_ALARM,normal
SET_ALWAYS_FINISH,unknown
SET_ANIMATION_SCALE,unknown
SET_BIOMETRIC_DIALOG_ADVANCED,unknown
SET_DEBUG_APP,unknown
SET_PREFERRED_APPLICATIONS,dangerous
SET_PROCESS_LIMIT,unknown
SET_TIME,unknown
SET_TIME_ZONE,unknown
SET_WALLPAPER,normal
SET_WALLPAPER_HINTS,normal
SHOW_POWER_MENU,unknown
SHOW_POWER_MENU_PRIVILEGED,unknown
SIGNAL_PERSISTENT_PROCESSES,unknown
SMS_FINANCIAL_TRANSACTIONS,signature|appop
START_FOREGROUND_SERVICES_FROM_BACKGROUND,unknown
START_VIEW_APP_FEATURES,signature|installer
START_VIEW_PERMISSION_USAGE,signature|installer
STATUS_BAR,unknown
SUBSCRIBE_TO_KEYGUARD_LOCKED_STATE,signature|privileged|module|role
SYSTEM_ALERT_WINDOW,signature|setup|appop|installer|pre
TRANSMIT_IR,normal
TURN_SCREEN_ON,unknown
TV_IMPLICIT_ENTER_PIP,unknown
UNINSTALL_SHORTCUT,unknown
UPDATE_DEVICE_STATS,unknown
UPDATE_PACKAGES_WITHOUT_USER_ACTION,normal
USE_BIOMETRIC,normal
USE_EXACT_ALARM,unknown
USE_FINGERPRINT,normal
USE_FULL_SCREEN_INTENT,normal
USE_ICC_AUTH_WITH_DEVICE_IDENTIFIER,signature|appop
USE_LOCATION_BUTTON,normal
USE_LOOPBACK_INTERFACE,normal
USE_PINNED_WINDOWING_LAYER,normal
USE_SIP,dangerous
UWB_RANGING,dangerous
VIBRATE,normal
WAKE_LOCK,normal
WRITE_APN_SETTINGS,unknown
WRITE_CALENDAR,dangerous
WRITE_CALL_LOG,dangerous
WRITE_CONTACTS,dangerous
WRITE_EXTERNAL_STORAGE,dangerous
WRITE_GSERVICES,unknown
WRITE_SECURE_SETTINGS,unknown
WRITE_SETTINGS,signature|preinstalled|appop|pre
WRITE_SYNC_SETTINGS,normal
WRITE_SYSTEM_PREFERENCES,signature|privileged|appop
WRITE_VOICEMAIL,signature|privileged|role
